,Source,State,Date,Sample,Biden,Trump,Other,p_hat,sample_sd,Delegates,538 Grade,Mean-Reverted Bias,Bias,Bias_Party,Bias_Numeric,Grade_Bin,Bias_Adjustment
814,Civiqs,Pennsylvania,2020-10-27,1145.0,0.535,0.465,0.03,0.535,0.01474010659249378,20,B/C,,,,0.0,2.0,0.0
815,Ipsos/Reuters,Pennsylvania,2020-10-26,653.0,0.525,0.47500000000000003,0.05,0.525,0.019542038559389383,20,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
816,InsiderAdvantage,Pennsylvania,2020-10-26,400.0,0.49,0.51,0.06,0.49,0.024994999499899976,20,B-,D +1.1,D +1.8,D,0.018000000000000002,2.0,-0.018000000000000002
817,Univ. of Wisconsin-Madison,Pennsylvania,2020-10-26,669.0,0.54,0.46,0.04,0.54,0.01926915795852256,20,B/C,D +0.4,D +4.1,D,0.040999999999999995,2.0,-0.040999999999999995
818,Gravis Marketing,Pennsylvania,2020-10-24,602.0,0.535,0.465,0.05,0.535,0.020328490064578035,20,C,D +0.9,D +1.1,D,0.011000000000000001,3.0,-0.011000000000000001
819,Morning Call / Muhlenberg,Pennsylvania,2020-10-23,416.0,0.535,0.465,0.05,0.535,0.0244543825708824,20,A+,R +0.2,R +0.3,R,0.003,1.0,0.003
820,Public Policy,Pennsylvania,2020-10-22,890.0,0.525,0.47500000000000003,0.03,0.525,0.01673907492107862,20,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
821,Morning Consult,Pennsylvania,2020-10-22,2563.0,0.545,0.455,0.05,0.545,0.009836251994378636,20,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
822,Fox News,Pennsylvania,2020-10-21,1045.0,0.525,0.47500000000000003,0.05,0.525,0.015447859516333116,20,A-,D +1.4,D +2.7,D,0.027000000000000003,1.0,-0.027000000000000003
823,CNN/SSRS,Pennsylvania,2020-10-21,843.0,0.55,0.45,0.04,0.55,0.017134593839651466,20,B/C,D +1.2,D +2.9,D,0.028999999999999998,2.0,-0.028999999999999998
824,Quinnipiac,Pennsylvania,2020-10-21,1241.0,0.54,0.45999999999999996,0.06,0.54,0.014147832355331074,20,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
825,Suffolk University,Pennsylvania,2020-10-21,500.0,0.535,0.46499999999999997,0.09,0.535,0.022305828834634233,20,A,D +0.6,D +1.0,D,0.01,1.0,-0.01
826,CNBC/Change Research,Pennsylvania,2020-10-20,574.0,0.51,0.49,0.04,0.51,0.020865422441410972,20,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
827,Rasmussen Reports,Pennsylvania,2020-10-20,800.0,0.525,0.47500000000000003,0.05,0.525,0.017655558614781918,20,C+,R +1.5,R +1.6,R,0.016,3.0,0.016
828,Ipsos/Reuters,Pennsylvania,2020-10-19,653.0,0.52,0.48,0.06,0.52,0.01955085252896903,20,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
829,Trafalgar Group,Pennsylvania,2020-10-19,1041.0,0.51,0.49,0.06,0.51,0.015493793495706856,20,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
830,Hill-HarrisX,Pennsylvania,2020-10-16,992.0,0.525,0.47500000000000003,0.03,0.525,0.015855159687296668,20,,,,,0.0,,0.0
831,InsiderAdvantage,Pennsylvania,2020-10-15,400.0,0.515,0.485,0.11,0.515,0.024988747467610296,20,B-,D +1.1,D +1.8,D,0.018000000000000002,2.0,-0.018000000000000002
832,RMG Research,Pennsylvania,2020-10-14,800.0,0.53,0.47,0.08,0.53,0.017645821035021294,20,B/C,,,,0.0,2.0,0.0
833,Trafalgar Group,Pennsylvania,2020-10-13,1034.0,0.51,0.49,0.08,0.51,0.015546150176162798,20,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
834,Morning Consult,Pennsylvania,2020-10-13,2610.0,0.54,0.46,0.04,0.54,0.009755634976417652,20,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
835,Ipsos/Reuters,Pennsylvania,2020-10-12,622.0,0.535,0.465,0.05,0.535,0.01999899515160587,20,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
836,Baldwin Wallace Univ.,Pennsylvania,2020-10-11,1140.0,0.525,0.47500000000000003,0.05,0.525,0.014790199457749039,20,C/D,D +0.7,D +8.3,D,0.083,3.0,-0.083
837,Redfield & Wilton,Pennsylvania,2020-10-09,927.0,0.535,0.46499999999999997,0.09,0.535,0.016381870949097366,20,,,,,0.0,,0.0
838,Quinnipiac,Pennsylvania,2020-10-07,1211.0,0.5650000000000001,0.435,0.05,0.5650000000000001,0.014246125989116143,20,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
839,CNBC/Change Research,Pennsylvania,2020-10-06,468.0,0.52,0.48000000000000004,0.04,0.52,0.023094010767585032,20,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
840,Emerson College,Pennsylvania,2020-10-06,688.0,0.525,0.47500000000000003,0.05,0.525,0.019038478478877918,20,A-,D +0.3,D +0.4,D,0.004,1.0,-0.004
841,Monmouth University,Pennsylvania,2020-10-06,500.0,0.56,0.44,0.04,0.56,0.02219909908081857,20,A+,D +1.3,D +1.8,D,0.018000000000000002,1.0,-0.018000000000000002
842,Ipsos/Reuters,Pennsylvania,2020-10-05,605.0,0.525,0.47500000000000003,0.05,0.525,0.02030246494011572,20,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
843,YouGov/CBS News,Pennsylvania,2020-10-04,1187.0,0.535,0.465,0.05,0.535,0.014476981118601361,20,B,D +0.4,D +0.4,D,0.004,2.0,-0.004
844,NY Times / Siena College,Pennsylvania,2020-10-03,706.0,0.535,0.46499999999999997,0.09,0.535,0.01877158813863278,20,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
845,Redfield & Wilton,Pennsylvania,2020-10-02,1015.0,0.53,0.47,0.06,0.53,0.01566584562709025,20,,,,,0.0,,0.0
846,ABC News / Wash. Post,Pennsylvania,2020-09-29,567.0,0.545,0.455,0.01,0.545,0.020912811360798568,20,A+,D +0.5,D +0.8,D,0.008,1.0,-0.008
847,NY Times / Siena College,Pennsylvania,2020-09-28,711.0,0.545,0.455,0.11,0.545,0.018675367170666615,20,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
848,Trafalgar Group,Pennsylvania,2020-09-25,1006.0,0.51,0.49,0.06,0.51,0.01576101337933379,20,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
849,Fox News,Pennsylvania,2020-09-24,856.0,0.535,0.465,0.05,0.535,0.017047727121232318,20,A-,D +1.4,D +2.7,D,0.027000000000000003,1.0,-0.027000000000000003
850,Univ. of Wisconsin-Madison,Pennsylvania,2020-09-24,642.0,0.52,0.48,0.06,0.52,0.019717632888584063,20,B/C,D +0.4,D +4.1,D,0.040999999999999995,2.0,-0.040999999999999995
851,Franklin & Marshall,Pennsylvania,2020-09-24,480.0,0.53,0.47,0.1,0.53,0.022780656999597998,20,B/C,D +0.4,D +1.1,D,0.011000000000000001,2.0,-0.011000000000000001
852,Baldwin Wallace Univ.,Pennsylvania,2020-09-23,1012.0,0.51,0.49,0.08,0.51,0.015714221549070786,20,C/D,D +0.7,D +8.3,D,0.083,3.0,-0.083
853,CNBC/Change Research,Pennsylvania,2020-09-23,579.0,0.52,0.48,0.06,0.52,0.020762660785688197,20,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
854,Ipsos/Reuters,Pennsylvania,2020-09-21,611.0,0.515,0.48500000000000004,0.05,0.515,0.020218730276894737,20,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
855,Trafalgar Group,Pennsylvania,2020-09-20,1006.0,0.51,0.49,0.08,0.51,0.01576101337933379,20,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
856,Redfield & Wilton,Pennsylvania,2020-09-18,1036.0,0.525,0.475,0.07,0.525,0.015514814193520316,20,,,,,0.0,,0.0
857,TargetSmart,Pennsylvania,2020-09-10,835.0,0.535,0.465,0.05,0.535,0.01726076857316982,20,B/C,D +0.6,D +5.3,D,0.053,2.0,-0.053
858,Benenson / GS Strategy,Pennsylvania,2020-09-10,1600.0,0.515,0.48500000000000004,0.05,0.515,0.012494373733805148,20,B/C,D +0.7,D +3.8,D,0.038,2.0,-0.038
859,CNBC/Change Research,Pennsylvania,2020-09-09,829.0,0.52,0.48000000000000004,0.04,0.52,0.017351819655466984,20,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
860,NBC News/Marist,Pennsylvania,2020-09-09,771.0,0.545,0.455,0.03,0.545,0.01793398327647347,20,,,,,0.0,,0.0
861,Redfield & Wilton,Pennsylvania,2020-09-08,1053.0,0.525,0.475,0.09,0.525,0.015389066307718666,20,,,,,0.0,,0.0
862,Susquehanna,Pennsylvania,2020-09-08,498.0,0.51,0.49,0.14,0.51,0.0224010541920612,20,C,D +0.9,D +1.7,D,0.017,3.0,-0.017
863,Quinnipiac,Pennsylvania,2020-09-03,1107.0,0.54,0.46,0.04,0.54,0.01497966100759423,20,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
864,Rasmussen Reports,Pennsylvania,2020-09-03,1000.0,0.5,0.5,0.08,0.5,0.015811388300841896,20,C+,R +1.5,R +1.6,R,0.016,3.0,0.016
865,Monmouth University,Pennsylvania,2020-09-02,400.0,0.52,0.48,0.06,0.52,0.024979991993593593,20,A+,D +1.3,D +1.8,D,0.018000000000000002,1.0,-0.018000000000000002
866,GQR Research,Pennsylvania,2020-08-31,500.0,0.545,0.455,0.05,0.545,0.02226993488989135,20,B,D +2.1,D +3.6,D,0.036000000000000004,2.0,-0.036000000000000004
867,Franklin & Marshall,Pennsylvania,2020-08-27,681.0,0.535,0.46499999999999997,0.09,0.535,0.0191130418835949,20,B/C,D +0.4,D +1.1,D,0.011000000000000001,2.0,-0.011000000000000001
868,CNBC/Change Research,Pennsylvania,2020-08-26,984.0,0.515,0.48500000000000004,0.05,0.515,0.01593224347396879,20,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
869,Civiqs,Pennsylvania,2020-08-21,617.0,0.535,0.465,0.05,0.535,0.02007986485132123,20,B/C,,,,0.0,2.0,0.0
870,Redfield & Wilton,Pennsylvania,2020-08-21,1006.0,0.535,0.46499999999999997,0.11,0.535,0.01572549689151632,20,,,,,0.0,,0.0
871,Morning Call / Muhlenberg,Pennsylvania,2020-08-20,416.0,0.52,0.48,0.06,0.52,0.02449489742783178,20,A+,R +0.2,R +0.3,R,0.003,1.0,0.003
872,CNBC/Change Research,Pennsylvania,2020-08-12,456.0,0.52,0.48,0.08,0.52,0.023395906074624072,20,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
873,Emerson College,Pennsylvania,2020-08-11,843.0,0.545,0.455,0.05,0.545,0.017151028245254385,20,A-,D +0.3,D +0.4,D,0.004,1.0,-0.004
874,Univ. of Wisconsin-Madison,Pennsylvania,2020-08-10,742.0,0.545,0.45499999999999996,0.09,0.545,0.01828108621519923,20,B/C,D +0.4,D +4.1,D,0.040999999999999995,2.0,-0.040999999999999995
875,YouGov/CBS News,Pennsylvania,2020-08-09,1211.0,0.53,0.47,0.08,0.53,0.014342167564132516,20,B,D +0.4,D +0.4,D,0.004,2.0,-0.004
876,Redfield & Wilton,Pennsylvania,2020-07-30,1016.0,0.535,0.46499999999999997,0.11,0.535,0.015647916265898374,20,,,,,0.0,,0.0
877,Franklin & Marshall,Pennsylvania,2020-07-30,667.0,0.545,0.45499999999999996,0.09,0.545,0.019281509580272832,20,B/C,D +0.4,D +1.1,D,0.011000000000000001,2.0,-0.011000000000000001
878,CNBC/Change Research,Pennsylvania,2020-07-29,382.0,0.51,0.49,0.06,0.51,0.025577108547984714,20,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
879,Morning Consult,Pennsylvania,2020-07-28,2092.0,0.54,0.45999999999999996,0.08,0.54,0.01089669902829261,20,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
880,Gravis Marketing,Pennsylvania,2020-07-25,1006.0,0.515,0.485,0.07,0.515,0.01575707105620768,20,C,D +0.9,D +1.1,D,0.011000000000000001,3.0,-0.011000000000000001
881,Fox News,Pennsylvania,2020-07-23,793.0,0.555,0.445,0.11,0.555,0.01764777277689362,20,A-,D +1.4,D +2.7,D,0.027000000000000003,1.0,-0.027000000000000003
882,Spry Strategies,Pennsylvania,2020-07-22,700.0,0.495,0.505,0.05,0.495,0.018897278715654876,20,B/C,R +0.3,R +5.4,R,0.054000000000000006,2.0,0.054000000000000006
883,Monmouth University,Pennsylvania,2020-07-15,401.0,0.5650000000000001,0.43500000000000005,0.07,0.5650000000000001,0.024756923009690252,20,A+,D +1.3,D +1.8,D,0.018000000000000002,1.0,-0.018000000000000002
884,CNBC/Change Research,Pennsylvania,2020-07-15,743.0,0.54,0.45999999999999996,0.08,0.54,0.01828442843008238,20,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
885,Trafalgar Group,Pennsylvania,2020-07-06,1062.0,0.525,0.475,0.09,0.525,0.015323719658777072,20,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
886,CNBC/Change Research,Pennsylvania,2020-07-01,760.0,0.53,0.47,0.06,0.53,0.018104230386700698,20,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
887,Susquehanna,Pennsylvania,2020-06-29,715.0,0.525,0.475,0.13,0.525,0.018675551498582948,20,C,D +0.9,D +1.7,D,0.017,3.0,-0.017
888,Redfield & Wilton,Pennsylvania,2020-06-25,1125.0,0.55,0.45,0.12,0.55,0.014832396974191326,20,,,,,0.0,,0.0
889,NY Times / Siena College,Pennsylvania,2020-06-25,651.0,0.55,0.45,0.1,0.55,0.019498316127225832,20,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
890,CNBC/Change Research,Pennsylvania,2020-06-17,491.0,0.515,0.48500000000000004,0.05,0.515,0.022554527726769115,20,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
891,CNBC/Change Research,Pennsylvania,2020-06-03,806.0,0.48000000000000004,0.52,0.04,0.48000000000000004,0.017597653802562396,20,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
892,Redfield & Wilton,Pennsylvania,2020-05-21,963.0,0.5449999999999999,0.455,0.13,0.5449999999999999,0.016046887425728327,20,,,,,0.0,,0.0
893,Harper Polling,Pennsylvania,2020-05-01,644.0,0.53,0.47,0.08,0.53,0.019667263211642458,20,B/C,D +0.1,D +0.5,D,0.005,2.0,-0.005
894,Public Policy,Pennsylvania,2020-04-23,1251.0,0.535,0.465,0.05,0.535,0.014101805248654628,20,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
895,Susquehanna,Pennsylvania,2020-04-23,693.0,0.53,0.47,0.1,0.53,0.018959210412136353,20,C,D +0.9,D +1.7,D,0.017,3.0,-0.017
896,Ipsos/Reuters,Pennsylvania,2020-04-22,578.0,0.53,0.47000000000000003,0.14,0.53,0.020759789452966228,20,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
897,Fox News,Pennsylvania,2020-04-22,803.0,0.54,0.45999999999999996,0.08,0.54,0.01758806342646625,20,A-,D +1.4,D +2.7,D,0.027000000000000003,1.0,-0.027000000000000003
898,Baldwin Wallace Univ.,Pennsylvania,2020-03-25,973.0,0.49,0.51,0.08,0.49,0.016026057917469933,20,C/D,D +0.7,D +8.3,D,0.083,3.0,-0.083
899,Yahoo/YouGov,Pennsylvania,2020-03-09,722.0,0.53,0.47000000000000003,0.14,0.53,0.018574548457917152,20,,,,,0.0,,0.0
900,Morning Call / Muhlenberg,Pennsylvania,2020-02-27,424.0,0.5,0.5,0.06,0.5,0.024282146558931603,20,A+,R +0.2,R +0.3,R,0.003,1.0,0.003
901,Expedition Strategies,Pennsylvania,2020-02-24,500.0,0.525,0.475,0.11,0.525,0.022332711434127295,20,,,,,0.0,,0.0
902,Univ. of Wisconsin-Madison,Pennsylvania,2020-02-23,1171.0,0.505,0.495,0.09,0.505,0.014610660216864703,20,B/C,D +0.4,D +4.1,D,0.040999999999999995,2.0,-0.040999999999999995
903,Quinnipiac,Pennsylvania,2020-02-20,849.0,0.54,0.45999999999999996,0.08,0.54,0.01710495557726922,20,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
904,Axios / SurveyMonkey,Rhode_Island,2020-11-01,517.0,0.63,0.37,0.02,0.63,0.021233709195276153,4,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
905,Axios / SurveyMonkey,Rhode_Island,2020-10-17,580.0,0.685,0.315,0.01,0.685,0.019287971953239808,4,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
906,Axios / SurveyMonkey,Rhode_Island,2020-10-01,351.0,0.625,0.375,0.01,0.625,0.025840569706085094,4,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
907,Morning Consult,South_Carolina,2020-11-02,904.0,0.47000000000000003,0.53,0.04,0.47000000000000003,0.016599792087406782,9,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
908,East Carolina Univ.,South_Carolina,2020-10-28,763.0,0.465,0.535,0.05,0.465,0.018056812918995756,9,,,,,0.0,,0.0
909,Morning Consult,South_Carolina,2020-10-22,926.0,0.47000000000000003,0.53,0.04,0.47000000000000003,0.016401416996151323,9,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
910,NY Times / Siena College,South_Carolina,2020-10-15,605.0,0.45999999999999996,0.54,0.1,0.45999999999999996,0.02026273704109823,9,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
911,Morning Consult,South_Carolina,2020-10-13,903.0,0.44,0.56,0.04,0.44,0.016518723227122115,9,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
912,Quinnipiac,South_Carolina,2020-09-30,1123.0,0.495,0.505,0.05,0.495,0.014919642279044071,9,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
913,YouGov/CBS News,South_Carolina,2020-09-27,1065.0,0.44999999999999996,0.55,0.06,0.44999999999999996,0.015244486419593908,9,B,D +0.4,D +0.4,D,0.004,2.0,-0.004
914,Morning Consult,South_Carolina,2020-09-22,764.0,0.47,0.53,0.06,0.47,0.018056774917433294,9,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
915,Quinnipiac,South_Carolina,2020-09-16,969.0,0.47000000000000003,0.53,0.04,0.47000000000000003,0.016033375921709454,9,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
916,Quinnipiac,South_Carolina,2020-08-06,914.0,0.475,0.525,0.11,0.475,0.01651784394193604,9,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
917,Morning Consult,South_Carolina,2020-08-04,741.0,0.475,0.525,0.07,0.475,0.01834498464263357,9,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
918,Gravis Marketing,South_Carolina,2020-07-18,604.0,0.48000000000000004,0.52,0.04,0.48000000000000004,0.02032842918458243,9,C,D +0.9,D +1.1,D,0.011000000000000001,3.0,-0.011000000000000001
919,Civiqs,South_Carolina,2020-05-27,591.0,0.44999999999999996,0.55,0.06,0.44999999999999996,0.02046415710182867,9,B/C,,,,0.0,2.0,0.0
920,East Carolina Univ.,South_Carolina,2020-02-06,1756.0,0.44,0.56,0.08,0.44,0.011845628164260543,9,,,,,0.0,,0.0
921,Mason-Dixon,South_Dakota,2020-10-25,625.0,0.445,0.555,0.09,0.445,0.019878631743658816,3,B+,R +0.6,R +0.7,R,0.006999999999999999,2.0,0.006999999999999999
922,Axios / SurveyMonkey,South_Dakota,2020-10-17,723.0,0.45,0.55,0.02,0.45,0.018501990472710828,3,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
923,Axios / SurveyMonkey,South_Dakota,2020-10-01,354.0,0.415,0.585,0.01,0.415,0.026187880493574938,3,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
924,Axios / SurveyMonkey,Tennessee,2020-11-01,2943.0,0.455,0.545,0.01,0.455,0.009179284245476836,11,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
925,Axios / SurveyMonkey,Tennessee,2020-10-17,3644.0,0.41000000000000003,0.59,0.02,0.41000000000000003,0.008147582187339453,11,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
926,Axios / SurveyMonkey,Tennessee,2020-10-01,2329.0,0.415,0.585,0.01,0.415,0.010209800055571759,11,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
927,Vanderbilt University,Tennessee,2020-06-09,1000.0,0.45499999999999996,0.545,0.07,0.45499999999999996,0.015747221977225064,11,,,,,0.0,,0.0
928,East Tennessee State,Tennessee,2020-05-19,536.0,0.415,0.5850000000000001,0.11,0.415,0.021282350265791155,11,B/C,D +0.9,D +9.9,D,0.099,2.0,-0.099
929,Mason-Dixon,Tennessee,2020-02-06,625.0,0.42000000000000004,0.5800000000000001,0.06,0.42000000000000004,0.019742340286804907,11,B+,R +0.6,R +0.7,R,0.006999999999999999,2.0,0.006999999999999999
930,Morning Consult,Texas,2020-11-02,3267.0,0.5,0.5,0.04,0.5,0.008747731351357967,38,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
931,Emerson College,Texas,2020-11-01,763.0,0.5,0.5,0.02,0.5,0.018101215356399913,38,A-,D +0.3,D +0.4,D,0.004,1.0,-0.004
932,Gravis Marketing,Texas,2020-11-01,670.0,0.47500000000000003,0.525,0.05,0.47500000000000003,0.019292524265562383,38,C,D +0.9,D +1.1,D,0.011000000000000001,3.0,-0.011000000000000001
933,Public Policy,Texas,2020-10-31,775.0,0.51,0.49,0.02,0.51,0.01795693773735449,38,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
934,RMG Research,Texas,2020-10-29,800.0,0.48000000000000004,0.52,0.04,0.48000000000000004,0.017663521732655695,38,B/C,,,,0.0,2.0,0.0
935,UMass Lowell,Texas,2020-10-29,873.0,0.495,0.505,0.05,0.495,0.016921589942601935,38,,,,,0.0,,0.0
936,NY Times / Siena College,Texas,2020-10-26,802.0,0.48,0.52,0.1,0.48,0.017641483643309513,38,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
937,University of Houston,Texas,2020-10-26,1000.0,0.47500000000000003,0.525,0.05,0.47500000000000003,0.015791611697353755,38,B/C,,,,0.0,2.0,0.0
938,UT Tyler,Texas,2020-10-25,949.0,0.515,0.485,0.07,0.515,0.016223381375859856,38,B/C,R +0.3,R +4.1,R,0.040999999999999995,2.0,0.040999999999999995
939,Morning Consult,Texas,2020-10-22,3347.0,0.505,0.495,0.05,0.505,0.008642122784737062,38,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
940,Quinnipiac,Texas,2020-10-21,1145.0,0.5,0.5,0.06,0.5,0.014776353114138541,38,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
941,Morning Consult,Texas,2020-10-13,3455.0,0.49,0.51,0.04,0.49,0.00850470202797605,38,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
942,Univ. of Texas / Texas Tribune,Texas,2020-10-09,908.0,0.47500000000000003,0.525,0.05,0.47500000000000003,0.016572328456936323,38,,,,,0.0,,0.0
943,Crosswind Media,Texas,2020-10-08,1000.0,0.465,0.535,0.05,0.465,0.01577260282895629,38,,,,,0.0,,0.0
944,Civiqs,Texas,2020-10-07,895.0,0.5,0.5,0.04,0.5,0.01671315676162189,38,B/C,,,,0.0,2.0,0.0
945,UMass Lowell,Texas,2020-09-29,882.0,0.48000000000000004,0.52,0.04,0.48000000000000004,0.01682240165014828,38,,,,,0.0,,0.0
946,Quinnipiac,Texas,2020-09-24,1078.0,0.47500000000000003,0.525,0.05,0.47500000000000003,0.015209574906326895,38,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
947,NY Times / Siena College,Texas,2020-09-24,653.0,0.485,0.515,0.11,0.485,0.019557705092467275,38,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
948,YouGov/CBS News,Texas,2020-09-20,1140.0,0.49,0.51,0.06,0.49,0.014805759903354825,38,B,D +0.4,D +0.4,D,0.004,2.0,-0.004
949,Public Policy,Texas,2020-09-08,743.0,0.495,0.505,0.05,0.495,0.018342303772198344,38,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
950,UT Tyler,Texas,2020-09-06,901.0,0.49,0.51,0.06,0.49,0.016654083300081026,38,B/C,R +0.3,R +4.1,R,0.040999999999999995,2.0,0.040999999999999995
951,Public Policy,Texas,2020-08-24,764.0,0.505,0.495,0.05,0.505,0.01808846064144109,38,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
952,THPF/Rice Univ.,Texas,2020-08-17,846.0,0.46499999999999997,0.535,0.11,0.46499999999999997,0.017148186017417213,38,,,,,0.0,,0.0
953,Trafalgar Group,Texas,2020-08-07,1015.0,0.47,0.53,0.08,0.47,0.01566584562709025,38,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
954,Morning Consult,Texas,2020-08-04,2576.0,0.505,0.495,0.07,0.505,0.009850887496670018,38,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
955,Morning Consult,Texas,2020-07-28,2685.0,0.51,0.49,0.08,0.51,0.009647415493194228,38,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
956,Spry Strategies,Texas,2020-07-22,750.0,0.48,0.52,0.06,0.48,0.018242806801586207,38,B/C,R +0.3,R +5.4,R,0.054000000000000006,2.0,0.054000000000000006
957,Quinnipiac,Texas,2020-07-22,880.0,0.505,0.495,0.11,0.505,0.016854153790683175,38,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
958,YouGov/CBS News,Texas,2020-07-12,1212.0,0.495,0.505,0.09,0.495,0.014361406616345072,38,B,D +0.4,D +0.4,D,0.004,2.0,-0.004
959,UT Tyler,Texas,2020-07-12,1909.0,0.525,0.475,0.13,0.525,0.01142940158251127,38,B/C,R +0.3,R +4.1,R,0.040999999999999995,2.0,0.040999999999999995
960,UT/Texas Politics,Texas,2020-07-02,1200.0,0.48,0.52,0.08,0.48,0.014422205101855956,38,,,,,0.0,,0.0
961,Public Policy,Texas,2020-07-02,729.0,0.51,0.49,0.06,0.51,0.018514814444370354,38,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
962,Fox News,Texas,2020-06-25,1001.0,0.505,0.495,0.11,0.505,0.01580269833684345,38,A-,D +1.4,D +2.7,D,0.027000000000000003,1.0,-0.027000000000000003
963,Public Policy,Texas,2020-06-23,907.0,0.49,0.51,0.06,0.49,0.016598906726661155,38,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
964,Public Policy,Texas,2020-06-05,682.0,0.5,0.5,0.04,0.5,0.01914598952668709,38,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
965,Quinnipiac,Texas,2020-06-03,1166.0,0.495,0.505,0.13,0.495,0.014641953163865474,38,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
966,Emerson College,Texas,2020-05-11,800.0,0.47,0.53,0.12,0.47,0.017645821035021294,38,A-,D +0.3,D +0.4,D,0.004,1.0,-0.004
967,UT Tyler,Texas,2020-05-02,1183.0,0.5,0.5,0.14,0.5,0.014537095115739508,38,B/C,R +0.3,R +4.1,R,0.040999999999999995,2.0,0.040999999999999995
968,Public Policy,Texas,2020-04-29,1032.0,0.505,0.495,0.07,0.505,0.01556354192365293,38,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
969,Univ. of Texas / Texas Tribune,Texas,2020-04-25,1200.0,0.475,0.525,0.07,0.475,0.014415703243338494,38,,,,,0.0,,0.0
970,NBC News/Marist,Texas,2020-03-01,2000.0,0.48,0.52,0.06,0.48,0.011171392035015153,38,,,,,0.0,,0.0
